Date,Newspaper,Headline,News
3-May-18,City AM,Megadeals help UK buck falling M&A in Europe,"UK COMPANIES received more investment through announced mergers and acquisitions (M&A) than any of their western European peers in April, and are set to rake in €58.4bn (£42.8bn) - the largest monthly value for the country since July 2016. Comcast's eventual £22bn formal bid for Sky topped the deal rankings, while Sainsbury's offer to buy Asda for £7.3bn closed the month in a strong second place, according to research from Moody's analytics company Bureau van Dijk. Yet the number of deals announced across western Europe fell to a low not seen in more than a year, and private equity and venture capital (PE and VC) interest in the region also decreased. Though the UK is often Europe's largest private equity market, it only saw western Europe's fifth largest private equity-backed deal in April as Goldman Sachs and Antin Infrastructure took on Cityfibre. ""Despite the disappointing result in terms of deal values across both M&A and PE and VC deals over the fourweek period, there have been a number of sizeable deals announced during April with all of the top 20 M&A deals by value exceeding €1bn,"" said Bureau van Dijk director Lisa Wright. ""This shows there is a substantial appetite for deal making in western Europe as we move into the second quarter."" While the UK led western Europe in terms of overall announced M&A value, Germany led by volume of deals. Its businesses featured in 425 deals, ahead of the UK's 379, while both Germany and Spain managed to get into the double figures in terms of deal value with €24.6bn and €15bn respectively. Although private equity interest in western Europe appeared to take a breather in April, data released yesterday from trade body Invest Europe showed last year was strong. Private equity investment in European companies hit a 10-year high of €71.7bn in 2017, a 29 per cent increase year-on-year, while almost 7,000 companies received funding. France and Benelux-based companies received 27 per cent of private equity investments in 2017, closely followed by the UK & Ireland with 26 per cent. Funds raised by European private equity houses hit €91.9bn, the highest amount since 2008 and surpassing the previous year by 12 per cent."
3-May-18,City AM,Gresham House scoops up forestry investor for £25m,"ALTERNATIVE asset manager Gresham House yesterday made its largest acquisition ever, grabbing forestryand renewables-focused investment house FIM for up to £25m. FIM had £893m in assets under management, bringing Gresham's total to more than £1.5bn. Gresham House, which will continue to focus on forestry, new energy, UK housing and infrastructure, private assets and strategic public equity, will initially pay £21m for the business. This will include £11.2m of cash and £9.8m of loan notes to be converted into Gresham House shares. A further £4m will be paid if performance conditions are met by two years after the deal. Gresham's chief executive Anthony Dalwood said the deal would help it become a leader in UK commercial forestry. The deal is Gresham's third in as many years, and helped the firm's share price rise by almost three per cent yesterday. Gresham, which is listed on London's junior Alternative Investment Market, also announced it would raise up to £15m to help finance the deal by placing new shares. Any leftover cash could be used for more acquisitions, the company said. The firm's current shareholders include names such as the Berkshire Pension Fund, Majedie, River & Mercantile, Saffie Investments (the family office of private equity veteran Damon Buffini), Charles Stanley and the Alliance Trust."
2-May-18,City AM,T-Mobile's win lifts telco deals to 12-year high,"THE VALUE of global telco mergers and acquisition activity hit its highest in 12 years thanks to T-Mobile's mammoth $59bn (£43bn) bid for Sprint. News of the deal was announced on Sunday, marking the end of four years of back-and-forth between the two companies. The new enterprise will most likely be called T-Mobile and be run under the company's chief executive John Legere. Data released yesterday by Thomson Reuters showed that the deal was big enough to push global telco mergers and acquisitions up to a value of $107.6bn from 223 transactions during 2018. It also revealed that the T-Mobile Sprint deal is the eighth largest telecom transaction on record, and the biggest since Verizon's $130.3bn acquisition of Verizon Wireless in 2013, the second biggest telco deal of all time. The biggest deal of all time remains Vodafone Air Touch's friendly merger with Mannesmann in 1999, where the British telco purchased the firm for around £202.8bn (adjusted for today's currency rates). Guy Peddy, telecoms analyst at Macquarie Group said: ""Clearly, operators are looking for scale ahead of the 5G roll out so mergers and acquisitions are an inevitable way to increase their networks and reach."" But Peddy reckoned the figures would probably not be beaten in 2019. ""The deal between Sprint and T-Mobile US is one of the biggest possible intra-sector deals we've seen so these figures inflate the overall stats looking into 2019,"" he added. The new company formed by the TMobile deal will be worth a combined total of $146bn, enabling the firm to branch into the emerging 5G market. Last year, a report by law firm Baker McKenzie and consultants Oxford Economics estimated that total global mergers and acquisition activity would reach $3.2 trillion in 2018, as dealmaking lifts on an economic tide. In February, research based around lawyers' preparations predicted mergers and acquisitions would grow 10 per cent in the first half of 2018."
2-May-18,City AM,How would a potential merger affect Asda and Sainsbury's?,"EARLIER this week grocery giants Asda and Sainsbury's sent shockwaves through the retail industry as they announced merger plans. If the proposal is successful, the new organisation could overtake Tesco as the UK's largest retailer. There are some obstacles to clear before the merger is confirmed of course. The Competition and Markets Authority will have to review the deal and there are also questions about how the move would work in practical terms. But from a consumer perspective, YouGov BrandIndex shows that there is already some crossover of current customers of both supermarkets. Of those who have shopped at Asda within the past month, 37 per cent say they have also shopped at Sainsbury's in that time. Among the general public, Sainsbury's already has relatively strong brand health. Its most recent quality score sits at 44 and purchase consideration at 43. However, its value score is far lower at nine - less than half of Asda's score (23). Looking at a long-term analysis of the brands, the data shows that, as Sainsbury's has seen a gradual decline across several metrics over the past three years, Asda has seen an increase in some. While Sainsbury's has built its reputation on its quality offering to middleclass shoppers, Asda has been known for everyday low prices. While that remains the case, both have come under pressure from discounters Aldi and Lidl, two brands that have surpassed expectations and gained increased market share. Our data indicates that it is not just those on lower incomes that have been drawn to the German stores. Among those who say they earn at least £50,000 a year, Aldi's purchase consideration score (whether someone would consider buying from the brand) has climbed from 26 to 37 over the past two years. Despite Sainsbury's shoppers looking for quality, YouGov Profiles data reinforces the need for a good value offering, with 71 per cent of those who shop in Sainsbury's and 78 per cent of those who choose Asda saying they are usually looking for the lowest prices when they go shopping. While the merger will need work in terms of the overall brand architecture, there is great potential for the move to work if customers benefit from both companies' core offering. £ Stephan Shakespeare is the chief executive of YouGov"
27-Apr-18,City AM,New suitors wait in the wings for Norwegian Air,"NORWEGIAN Air Shuttle yesterday admitted it has received ""several inquiries"" following IAG's acquisition of 4.6 per cent of its shares, causing its board to bring in financial advisors to handle the situation. The company revealed the news while unveiling its financial results for the first quarter of this year. ""Norwegian has received several inquiries following IAG Group's announcement of its acquisition of 4.6 per cent of the shares in the company,"" it said. Net profit losses narrowed to 46.2m krone (£4.17m) this year, from 1.4bn krone the previous quarter. The reduction in losses was helped by the fact Norwaybased bank Norwegian Finans Holding injecting 1.9bn krone into the airline, but losses before interest and taxes amounted to 2.2bn krone. Its revenue grew to 7bn krone. The airline increased its passenger numbers by 12 per cent to 7.5m in the first quarter, translating to capacity growth of 36 per cent and a load factor of 84.5 per cent. IAG confirmed earlier this month that it was mulling a full offer for low-cost carrier Norwegian, after picking up 4.6 per cent stake in the airline."
25-Apr-18,City AM,Takeda-Shire deal could be confirmed today,"deal that could be announced as early as today. Takeda made a fresh approach for the London-listed business yesterday, sending shares up by six per cent, with investors expecting Takeda's fifth approach to be sweeter than the £44bn cash and shares offer tabled with Shire's board on 20 April. Shire is expected to agree to an extension of today's regulatory deadline which requires Takeda to make a firm approach to shareholders by 5pm. The breathing space will allow Takeda to carry out more due diligence and solidify its offer. Takeda and Shire did not immediately respond to requests for comment last night. The Irish-headquartered firm announced the latest approach unilaterally yesterday before Takeda confirmed it later in the day. Last week, Botox maker Allergan attempted to gatecrash Takeda's pursuit of Shire with its own offer. Allergan has until 17 May to make a formal approach to shareholders. In a bizarre U-turn Allergan ruled itself out just hours after revealing an interest in the FTSE 100 firm. Shire had previously rejected Takeda's approaches in what would be the biggest overseas acquisition by a Japanese company. At the firm's annual general meeting yesterday Shire chair Susan Kilsby said: ""Discussions between the advisers of Shire and Takeda are ongoing."""
25-Apr-18,City AM,PSA's revenue soars after Opel acquisition,"REVENUE at Peugeot and Citroen owner PSA grew by 42 per cent in the first quarter, largely thanks to last year's acquisition of Opel Vauxhall. Sales were up more than 44 per cent, including Opel Vauxhall, with PSA selling over 1m vehicles. Revenue was pushed up to €18.2bn (£16bn) from €12.7m the previous quarter. At a constant 2015 exchange rate, group revenue for 2018 was up over 21 per cent. The Citroen division saw its revenue increase by 13.3 per cent. Opel Vauxhall's automotive division was worth €4.8bn. The figures come at an interesting time for PSA, which bought the rival European operations of Vauxhall's European parent General Motors last year in a merger valued at £1.9bn. Since then, there have been pressures to close Vauxhall's plant in Ellesmere Port, where 250 jobs were cut in 2015. PSA chairman Carlos Tavares has said the firm may hold back investment in the Ellesmere Port factory until after a Brexit trade deal is finalised. It is seeking to cut 650 jobs. Earlier this month, Vauxhall launched a consultation with its dealers around the country about plans to consolidate sites as it battles with tough conditions for the car industr y. Boosting profitability has become a key concern of car makers in the UK, with falling car sales driven by the drop in demand for diesel alongside structural changes to the way in which consumers buy cars with the rise of the internet and personal contract purchases. PSA's 'Push to Pass' plan, which excludes Opel Vauxhall, aims to deliver over 4.5 per cent automotive recurring operating margins in 2016-2018 and deliver 10 per cent group revenue growth by 2018 vs 2015. Jean-Baptiste de Chatillon, chief financial officer of Groupe PSA and member of the managing board, said ""Push to Pass strategic plan and Opel Vauxhall turnaround plan are on track to make this strong performance a solid basis for the future."""
25-Apr-18,City AM,Passive funds winning active role in takeovers,"PASSIVE funds which track an index, rather than being actively invested by a stock-picking manager, are increasingly influencing UK mergers and acquisitions (M&A), according to investment bank Jefferies. Deals such as the £8.1bn takeover of engineering giant GKN by Melrose have shown that passive funds can play a key role in deciding whether the deal goes ahead, Jefferies said. This is partly because index-tracking funds are becoming more popular, and own a higher percentage of UK public companies than ever before. But also a number of active shareholders sold out of GKN in the run-up to the takeover bid, meaning the company had a disproportionate number of passive shareholders. ""The index funds on GKN's shareholder register played a significant role in determining the outcome of the bid,"" said Jefferies analysts in the bank's M&A report. ""For example, Legal & General, a passive investor which held 2.6 per cent of GKN, is said to have voted in favour of Melrose, helping to push the bid over the minimum acceptance level."" Though passive funds may make their investment decisions by tracking an index, they do generally make an active decision in public offer situations which may not be what the company's board recommends. Due to this ever-important role which the tracker funds are playing, and their growing influence in M&A situations, Jefferies pointed out that the so-called passive funds must be able to prove they have good governance structures in place so they are making the right decisions for the companies they invest in. On top of that, Jefferies said UK companies must maintain a ""supportive shareholder register, corner-stoned by blue-chip active funds""."
25-Apr-18,City AM,CityFibre unveils £537m Goldman group takeover,"SHARES in Neil Woodford-backed UK broadband infrastructure company CityFibre rocketed by 88 per cent yesterday, as it recommended an acquisition by a consortium of infrastructure funds supported by Goldman Sachs. The deal would see CityFibre bought by Connect Infrastructure Bidco, a consortium consisting of Antin Infrastructure and West Street Infrastructure Funds, which is managed by Goldman Sachs, for £537.8m. The takeover represents a premium of 92.9 per cent to the closing price of 42p per CityFibre share on 23 April. It has already been accepted by twothirds of shareholders. Founded by Greg Mesch in 2011, the company floated in 2014, and last year announced a deal with fund manager Neil Woodford's Vodafone, aiming to roll out super fast broadband to 20 per cent of the UK population in 42 cities. The company also announced its full-year results, showing that turnover increased 126 per cent to £34.8m, while gross profits went up 48.4 per cent to £20.1m. Speaking to City A.M, Mesch said: ""Moving into a more public build setting is better for long-term acquisition, focusing on shareholders looking at 10-year plus returns and shifting into a new environment. ""We see the business market continue to grow as all companies switch to fibre, with every premise set to be fibre over the next decade."" But Macquarie Group telecoms analyst Guy Peddy warned the move could negatively affect the market. ""The risk for the UK is we expected CityFibre to be a vehicle to consolidate the smaller FTTP (fibre to the premises) builders. The disappearance of CityFibre could make this tougher to deliver in the long term."""
19-Apr-18,City AM,BT rings in the changes with division merger,"BT ANNOUNCED the latest stage in its operational overhaul yesterday, merging its public sector and wholesale arms. The telecoms giant, whose shares are languishing near a five-year low, said BT business boss Graham Sutherland would step down with wholesale head Gerry McQuade taking control of the newly combined units, which will be called BT Enterprise. The overhaul is the latest in a series of changes by BT proposed by consultants tasked with streamlining the formerly state-owned firm. Last July, mobile arm EE was merged with BT's retail arm along with cutprice subsidiary Plusnet. A broader consumer division was created and headed up by EE boss Marc Allera. BT was delivered a blow last month by credit agency Moody's, which downgraded the company. After navigating a challenging 2017 which included a £530m accounting black hole and profit warning, Moody's said BT's ""operational performance has weakened"". While shares have subsequently rebounded from lows last seen during the year of the London Olympics, City concerns persist about BT's ability to guarantee long-term dividend growth. BT chief executive Gavin Patterson said: ""Having brought together our consumer and EE businesses, this is the next step in the simplification of BT's operating model. Combining our enterprise businesses will allow us to strengthen the services and products we offer to businesses and sharpen our focus on customer service, through clear accountabilities and by introducing efficiencies."" McQuade, who has led the wholesale and ventures business since 2016, ""is the right person to drive the new organisation forward"", Patterson added."
17-Apr-18,City AM,Shire will offload cancer unit to Servier for $2bn,"IRELAND-BASED Shire revealed yesterday it will sell its oncology business to France's Servier for $2.4bn (£1.7bn) as it seeks to become a leader in rare disease treatment. The move complicates a prospective takeover by Japan's Takeda, however. Last month, Takeda was forced to reveal it was mulling a bid to buy Shire, and it specifically cited Shire's oncology unit as part of its rationale for the deal. It must make any firm offer by 25 April. ""While the oncology business has delivered high growth and profitability, we have concluded that it is not core to Shire's longer-term strategy,"" said Flemming Ornskov, Shire's chief executive. ""We will continue to evaluate our portfolio for opportunities to unlock further value and sharpen our focus on rare disease leadership with selec-tive disposals of non-strategic assets."" In 2017, Shire's oncology unit made revenues of $262m, and the firm said gross assets included in the transaction are worth about $1.6bn with attributable profits of around $140m. Ornskov said the board will consider returning the proceeds of the sale back to shareholders through a buyback programme. Olivier Laureau, the group president of Servier, said the deal will enable the French company to become a key global player in oncology. ""As an essential step in the evolution of the group, this acquisition allows us to establish a direct commercial presence in the United States, the world's leading pharmaceuticals market, and to strengthen our portfolio of marketed products in the territories where Servier is already present,"" Laureau said. The deal is expected to close in the second or third quarter of 2018, the two said in a statement."
17-Apr-18,City AM,Wind energy investment flew to €51bn in 2017,"LAST year, a total of €51.2bn (£44.3bn) was invested into wind energy across Europe, up nine per cent from the previous year due to a surge in project and company acquisitions. Wind power represented the largest investment opportunity in the energy sector in 2017, according to Wind Europe's latest report on financing and investment trends. The report, to be published today, examines investments in new assets, refinancing transactions, mergers and acquisition at project and corporate level, public market transactions and private equity raised across the continent. It found mergers and acquisitions drove €14.4bn in investment activity, up from just €6.8bn in 2016. Company acquisition deals doubled in value last year due to the consolidation in the industry. Deal flow in public capital markets was also up in 2017 to €7.6bn as companies made use of the low interest rate environment and liquidity in the financial markets. However, new asset financing, including all infrastructure investments in the construction of new onshore and offshore wind farms, plunged 19 per cent to €22.3bn. Wind Europe said 2017 was a record year for new capacity financing, with 11.5 gigawatts (GW) of new power potential reaching final investment decision (FID) across 200 projects in Europe. The vast majority of those were in Germany and the UK, which together accounted for half of the new FIDs announced last year. This includes the 1.4 GW Hornsea 2 offshore wind farm in the UK, which is being developed by Denmark's Orsted."
17-Apr-18,City AM,Buyers circle WPP as the media empire is open to a break-up without its founder at the helm,"Sir Martin Sorrell's exit leaves the company under pressure to sell off many of its assets, says Lucy Burton Barely 24 hours since Sir Martin Sorrell abruptly left the media empire he built from scratch and bets are on as to which of the businesses he acquired will go first. Bankers and private equity giants are set to start circling WPP's market research, public relations and health divisions as Sir Martin's exit finally leaves the world's largest advertising group open to a break-up. Senior industry figures said a split is now inevitable as WPP begins life without its 73-year-old founder, who transformed a tiny manufacturer of shopping baskets into a £20bn media group made up of 400 separate companies including Ogilvy & Mather. ""The company is no longer growing, so how do you reboot shareholder value and get investors back on side again? All you can really do is crystallise value by disposing of assets,"" said Alex DeGroote, a media analyst at Cenkos Securities. ""In terms of probability I'd say it's 100pc, the question is the timeline."" The firm's market research assets, such as London-based Kantar, are deemed as the most saleable in the short-term, with City analysts expecting a Kantar sale to raise up to £3.5bn. DeGroote said its roster of PR companies such as Buchanan and Finsbury could also be sold, but he estimates that it would only fetch up to £1bn in total, while private equity giants are likely to be eyeing up WPP's health firms such as Sudler & Hennessey. ""What everyone wants in media at the moment is data, people are absolutely obsessed. Healthcare lends itself to that,"" said DeGroote. ""PR on the other hand has less data, it's not growing, it's less of an international story. PR tends to target quite a localised market, research tends to work across borders."" Be Heard Group founder Peter Scott, who started his career at Ogilvy & Mather, said the era of mammoth holding companies running the industry is coming to its end, and Sir Martin's exit is synonymous with that. ""If you go back one step and you look at the way these holding companies have evolved, you ask yourself the question - for whose benefit did they grow? Was it for clients, staff or shareholders?"" he said. ""The growth of holding companies [such as WPP, Publicis and Omnicom] really came about from the Eighties when media buying was taken away from the agencies. They saw it as an opportunity to consolidate all their media companies into large power points. That era is now coming to an end. If you take the competing groups in [WPP] such as Grey and Ogilvy, they're all fighting each other."" That's also likely to have been the case in WPP's boardroom in recent weeks. City analysts believe there was a disagreement between Sir Martin and the rest of the board over strategy while sources told The Telegraph he left after growing ""fed up and p*****d off "" with the board's handling of an internal probe into alleged misconduct, of which WPP has refused to disclose any details. Sir Martin, who has denied wrongdoing, told staff the ad giant ""will always be my baby"" after he retired on Saturday. ""This story is a tragedy because you're deconstructing what Sorrell has constructed,"" said DeGroote. ""The company will now be run in more of a shareholder way. What I mean by that is there will potentially be some special dividends off the back of some disposals. [It will become] a smaller, leaner group with a bit more focus and a lot of M&A activity."" For the investors who have been questioning Sir Martin's advertising empire in recent months, that more nimble model is exactly what they want. WPP's shares have steadily fallen in the last year as it has struggled to grow amid drops in advertising spend, the growth of social media platforms and fresh competition from consultants such as Accenture. Its forecast of no growth for 2018 despite this year's Winter Olympics and football World Cup, which should boost sales, disappointed shareholders further. ""They've had substantial investor pressure. Whereas Martin was saying it's all very difficult [in WPP's latest results], Publicis came out and said here's a three year plan, here's a solution,"" noted one senior industry figure. ""The old story that scale and volume is everything is changing - clients no longer see that as a benefit."" But while a change in strategy is inevitable, crucial questions remain unanswered which could distract the business from moving forward. Sir Vince Cable, the Liberal Democrat leader, is among those piling pressure onto WPP to disclose the details of the allegations Sir Martin has been accused of, with many angry that the claims are still shrouded in secrecy. Then there is the tricky issue of finding a replacement for one of the most famous businessmen in the world just as the company tries reorganise itself. Mark Read, the boss of WPP Digital and digital marketing agency Wunderman, has just been made joint chief operating officer and is seen as a likely internal candidate. But some have suggested a big external name, perhaps Jeremy Darroch at Sky or Jerry Buhlmann at Dentsu, might be favoured by the City. Or even nobody at all. ""People keep going on about successors but he's not your typical man to replace because he sits at the same table as [Donald] Trump and CEOs like Bill Gates. Who are they going to get with the same profile? Nobody,"" added DeGroote. ""[Roberto] Quarta being made executive chairman indicates there won't be a replacement, no real succession plan and nobody they've got their eye on. Quarta's background is largely in private equity, he's very well versed in restructuring."""
13-Apr-18,City AM,Playtech takes bet on Italian gaming firm,"GAMBLING software firm Playtech revealed a plan to buy Italian betting and gaming company Snaitech yesterday after it bought a 71 per cent stake for €846m (£737m). Upon completion of the stake sale, which is expected in the third quarter, Playtech will be required to make a mandatory takeover offer for all the company's remaining shares. Investors appeared to think Playtech hit the jackpot, with shares closing up 5.7 per cent. ""The acquisition of Snaitech represents the continuation of our strategy to invest in leading retail brands in fast growing, regulated markets,"" said Mor Weizer, chief executive of Playtech. Weizer added that the purchase of Snaitech will diversify group revenue and deliver exposure to the huge Italian market, which Playtech said is relatively underdeveloped online. It will also mean more of the company's revenue will come from regulated markets. ""Playtech has always been at the forefront of its industry and the acquisition offers the opportunity to create a vertically integrated B2B2C [business to business to consumer] operator in Europe's largest gambling market, delivering significant value to shareholders,"" he said. Snaitech generated revenue of €890m in 2017, and the company is also involved in racetrack management and TV services. The deal will be funded by Playtech's existing cash and new debt, and it is expected to deliver cost synergies of €10m."
13-Apr-18,City AM,Disney must bid for Sky if Fox's takeover fails,"DISNEY will be required to make a mandatory offer to Sky shareholders within 28 days of its purchase of 21st Century Fox's assets, UK authorities said yesterday. The UK Takeover Panel said Disney must offer Sky shareholders 1,075p per share if competition authorities block Fox's takeover of the 61 per cent of Sky it does not already own. The decision means Disney will have to own 100 per cent of Sky if its $52bn (£37bn) deal to buy a range of Fox's assets proceeds. Disney's takeover of Fox is expected to complete after a final decision on Fox/Sky has been reached. Rupert Murdoch-owned Fox currently owns 39 per cent of Sky. The two parties agreed a £11.7bn deal to buy the shares it does not own in December 2016. But the takeover has been the subject of intense regulatory scrutiny and is yet to be signed off. In the latest, and anticipated final, round of probing the Competition and Markets Authority is due to deliver its report to culture secretary Matt Hancock by the end of this month. He is expected to deliver a final verdict in mid-June. Murdoch's takeover has been complicated by the mammoth deal to sell Fox's assets (only one of which is its interest in Sky) to Disney - a deal agreed in December 2017. Meanwhile, US giant Comcast, which owns CNBC among other firms, in February made its own approach to buy Sky for £22.1bn. Comcast's approach would give Sky shareholders 1,250p a share, a significant premium to Murdoch's offer. Yesterday, UK authorities said Disney would not have to make the mandatory offer in one of two eventualities: if the Competition and Markets Authority waves through the Murdoch takeover, or if Comcast's bid is accepted by Sky shareholders. Sky said it ""noted"" yesterday's announcement and urged shareholders to take no further action. 21st Century Fox (21CF) said: ""Under the ruling, any mandatory offer by Disney would only be required after Disney's acquisition of 21CF is completed, which 21CF currently expects to occur after completion of 21CF's offer for Sky."""
12-Apr-18,City AM,Trinity Mirror's Express takeover in the slow lane,"BRITAIN'S competition regulator yesterday launched an investigation into the sale of Richard Desmond's Express newspaper stable to the owner of the Daily Mirror. Media giants Trinity Mirror and Northern & Shell agreed a £127m deal in February, ending Desmond's 18-year association with some of Britain's most popular newspaper and magazine titles. Just £48m will be handed over upfront by the Mirror owner, with a further £59m paid between 2020 and 2023.The cash payment will be raised through a new £75m loan facility. A £41m plug of the Northern & Shell's pension scheme was also agreed. Further recovery payments until 2027 totalling £29.2m have been agreed with the pension trustees. ""The Express Newspapers and our celebrity magazine titles have been a key part of the Northern & Shell portfolio for many years, and I am immensely proud of building them into one of the largest newspaper and magazine groups in the UK,"" said Desmond, chairman of Northern & Shell, at the time of the agreement. The Competition and Markets Authority (CMA) said it ""will now assess whether this deal could significantly reduce competition within the UK media sector"". A deadline of 7 June has been set for a decision with interested parties invited to submit evidence to the investigation. The CMA probe comes as the same regulator is putting the final touches on its decision on 21st Century Fox's proposed takeover of Sky. The watchdog's final report is due to be handed to culture minister Matt Hancock this month with a decision expected in June."
10-Apr-18,City AM,AppScatter set to acquire Priori in £13.5m deal,"BUSINESS-TO-BUSINESS app distribution and management company AppScatter has entered a conditional sale and purchase agreement to buy up all of Priori. The firm is looking to purchase 100 per cent of the software as a service (SaaS) platform for £13.5m, split into £9.45m in cash and £4.05m worth of shares at a price of 70p per ordinary share. AppScatter floated on the London Stock Exchange in September last year for £41m, and will now look to expand its business through its acquisition of Priori. The company will now complete associated fundraising to raise cash for the acquisition and the extra working capital resources for the enlarged group. The long stop date for the acquisition and completion of the fundraising is 15 May. Philip Marcella, chief executive of AppScatter Group said: ""This is exciting news for the customers of both companies. ""Priori publishers and clients will, on completion of the acquisition, benefit from wider distribution of their mobile apps across 75 app stores and AppScatter clients will benefit from new services. ""The acquisition would mark a major step forward in our quest to become the go-to source of information in the app ecosystem."""
10-Apr-18,City AM,Rathbones and Permira eyeing Speirs & Jeffrey,"ANOTHER asset manager merger is on the cards, as Rathbones yesterday confirmed it was in talks to acquire Glaswegian firm Speirs & Jeffrey. City A.M. understands that private equity firm Permira, which owns fund manager Tilney, is also sniffing around the firm. Permira has previously helped Tilney complete a number of acquisitions, from when it formed the business through the merger of Bestinvest and Tilney to the subsequent bolt-on of Towry. Both Permira and Rathbones are valuing Speirs at around £200m, according to reports in the Telegraph. Shore Capital analyst Paul McGinnis was surprised by this price, noting it was a hefty premium to the firm's assets under management and profits. ""Any synergies would need to be at least double the current level of profitability to generate a return capable of value creation,"" he wrote in a note. Rathbones added in a statement that ""there can be no certainty that any binding offer will be made"". Speirs generated pre-tax profits of £9m in the year ending 10 May 2017, on revenues of £25.3m. Rathbones last year walked away from a £600m purchase of Smith & Williamson, after it became clear that it would be hard for the deal to create value at the offered price. The cancellation came so late in the day that Rathbones lost £5m in expenses related to the deal. Tilney had also waded into that deal, as it emerged the firm had made an all-cash offer which also fell through. Mergers and acquisitions (M&A) in the asset and wealth management space have become increasingly common in recent years, as tightening regulation has forced firms to seek economies of scale."
9-Apr-18,City AM,Asset managers in merger with careers group,"THE TRADE body representing asset managers, the Investment Associ-ation (IA), is merging with careers provider Investment20/20 in a bid to drive diversity in the investment management industry. Both bodies will combine their expertise and resources to expand industry efforts to make investment management more accessible and attractive to people from a wide range of backgrounds. Investment20/20, which was co-founded by fund manager Nichola Pease, focuses on hiring apprentices from state schools and encouraging people from diverse backgrounds to consider a career in the finance sector. Although Investment20/20 will retain its own brand, it will also turn its focus to growing its successful trainee programme and improving grassroots engagement with school leavers and graduates. Together, the organisations will develop new projects, enrich career entry into the sector at all stages, attract people to change careers and equip young professionals with essential leadership skills. ""We want to build on the excellent track record of Investment20/20 to date and ensure greater diversity is firmly at the heart of the investment industry,"" said Chris Cummings, CEO of IA. ""By joining forces, we can provide more firms access to Investment20/20's services."" Karis Stander, managing director of Investment20/20, added: ""Joining forces with the IA gives us the reach and scale to get in front of tomorrow's workforce. ""Our industry makes a significant contribution to society and provides tremendous opportunities so it is vital that we build a strong pool of talent for the future with young people from all backgrounds."""
9-Apr-18,City AM,US intervention pushing Chinese cash to Europe,"GLOBAL mergers and acquisitions (M&A) have started the year with a bang, with deals topping $1 trillion (£710bn) in the first quarter, and more Chinese money than ever flowing into Europe, according to law firm Freshfields Bruckhaus Deringer. In the first quarter of 2018 alone, Chinese buyers spent a massive $10bn in Europe - half of the $20bn invested in the whole of 2016 and a fair way towards last year's $36bn total. Meanwhile, Chinese focus on the US has shrivelled. After spending $73bn across the pond in 2016, and a tiny $8bn last year, Chinese buyers have so far this year splashed out just $676m in the US. ""Some of the drop can be explained by China's crackdown on 'speculative' outbound investment. Some is down to acquisitive companies overstretching themselves,"" explained Fresh-fields' M&A partners in today's report. ""And some is clearly the result of US hostility - particularly given Beijing's desire to see more deals for strategic technology assets of the kind the US is keen to protect."" One example of US protectionism was the $142bn bid for US chipmaker Qualcomm from Singapore-headquartered Broadcom, which was blocked by President Donald Trump and the Committee on Foreign Investment in the United States (Cfius). Freshfields noted that moves in Washington to expand Cfius' powers to block even outbound deals, advocated by congressmen such as Robert Pittenger, could further threaten USChina dealmaking. However, not all of this spare cash may be funnelled into Europe. Freshfields' report noted that European regulation is beginning to get tougher, although it is ""questionable"" whether Europe could afford to shut out Chinese buyers as the US has."
9-Apr-18,City AM,BEST OF THE BROKERS,"The analysts at Liberum have recently got out from behind their screens for a lunch with senior figures from the university research sector. The lunch confirmed their view that publisher Informa should roll-up its journal products into Bertelsmann Springer with Informa taking a minority stake. Such as move would help solve the weaknesses in Informa's product and give it ""greater market clout"". The analysts' believe that Informa's £4bn acquisition of events business UBM will pass regulatory scrutiny and reiterate their ""buy"" rating with a target price of 900p, up from 855p. 29Mar 3 Apr 4Apr 5Apr 6Apr Shore Capital has passed a favourable eye over trading company IG Group's latest trading update, which it said was ""positive"", with volatile market conditions providing a ""helpful backdrop"". Net trading revenue in the three months to 28 February was £152.9m, up 30 per cent on the same quarter last year. Shore reiterates its ""hold"" rating and keeps its share price target at 800p. New trading rules from the European regulator have not influenced its forecast as they were in line with previous assumptions. Dignity is not the only game in town when it comes to funerals, according to analysts Peel Hunt, which note Co-op's increase in funeral numbers last year. Co-op's latest results showed a 2.4 per cent increase in funeral volumes versus Dignity's 2.7 per cent decrease. Peel Hunt is taking a cautious approach, reiterating its ""hold"" rating and its target price of 950p. It also said that it is too early to say what the impact of new pricing models at Dignity will be on its volume of funerals or its profitability over the next year."
